Customer ID,Recency,Frequency,Monetary
13533,182,3,269.09
13534,1,35,7720.900000000001
13535,402,1,89.5
13536,0,7,3444.39
13537,425,2,717.85
13538,42,12,3103.13
13539,85,7,1569.36
13540,466,3,632.39
13541,426,2,785.25
13542,376,17,3959.4900000000002
13543,633,2,1439.61
13544,39,6,790.2
13545,390,2,364.93
13546,11,5,1086.24
13547,407,1,167.08
13548,95,3,901.44
13549,25,8,1005.8000000000001
13550,382,1,342.55
13551,318,2,244.2
13552,65,22,6948.92
13553,674,1,499.6
13554,379,7,1629.35
13555,73,13,8891.84
13556,428,2,200.82
13557,27,13,3032.26
13558,5,4,594.52
13559,512,2,990.0
13560,6,1,171.42000000000002
13561,215,11,1803.4
13562,81,8,4838.18
13563,83,2,777.53
13564,143,37,16498.97
13565,18,3,414.8
13566,40,5,1688.6
13567,427,4,1079.29
13568,172,1,187.05
13569,16,4,726.54
13570,242,1,239.49
13571,12,26,4537.26
13572,205,1,1384.25
13573,49,6,904.52
13574,410,1,404.45
13575,22,5,732.07
13576,9,28,11202.59
13577,24,11,3489.28
13578,408,1,147.66
13579,14,5,1374.3400000000001
13580,405,1,107.75
13581,308,2,280.53000000000003
13582,389,2,241.68
13583,155,2,1445.031
13584,306,3,385.7
13585,530,3,684.54
13586,540,1,127.28
13587,63,4,1673.5
13588,15,9,2478.95
13589,14,6,1120.74
13590,10,18,6336.04
13591,64,7,2093.94
13592,35,4,247.95999999999998
13593,107,14,5493.29
13594,52,2,533.32
13595,516,3,784.48
13596,5,2,664.11
13597,399,2,396.71
13598,46,5,761.96
13599,0,33,9811.04
13600,311,2,518.42
13601,44,4,1159.99
13602,64,4,1025.17
13603,25,1,164.34
13604,658,1,717.62
13605,386,2,522.67
13606,28,3,276.75
13607,39,2,1075.81
13608,540,1,232.05
13609,592,1,167.35
13610,11,14,2103.71
13611,88,10,3297.9300000000003
13612,632,1,818.29
13613,452,5,1039.8500000000001
13614,23,6,2332.74
13615,318,8,6272.53
13616,567,2,283.85
13617,39,8,1278.75
13618,173,1,177.34
13619,544,2,224.94
13620,527,1,112.34
13621,116,1,213.85
13622,695,1,658.95
13623,30,10,2533.06
13624,387,1,462.08
13625,596,1,301.26
13626,252,2,707.04
13627,58,7,2245.9
13628,675,1,310.14
13629,22,19,13370.86
13630,4,7,2031.78
13631,99,11,3070.42
13632,24,8,3645.81
13634,32,16,5033.77
13635,67,4,2999.16
13636,36,5,949.12
13637,51,3,804.3
13638,15,1,122.64
13639,73,2,1346.27
13640,610,1,405.0
13641,640,5,1016.47
13642,215,4,472.2
13643,30,10,2156.77
13644,15,4,2624.26
13645,119,1,252.1
13646,399,2,326.25
13647,9,8,3041.68
13648,399,8,1764.02
13649,256,6,1453.68
13650,16,10,3288.0
13651,34,3,226.85
13652,45,5,2262.05
13653,487,1,152.2
13654,42,11,6308.0
13655,113,6,2280.51
13656,164,4,1078.85
13657,10,2,382.14
13658,9,9,6025.5
13659,205,12,4884.68
13660,399,1,306.64
13661,602,1,325.24
13662,85,11,2233.61
13663,178,5,2047.51
13665,385,3,1711.66
13666,59,5,127.9
13667,148,1,299.05
13668,2,35,12948.48
13669,50,3,413.55
13670,74,1,349.7
13671,394,1,172.6
13672,300,3,419.92
13673,18,2,387.44
13674,432,1,240.68
13675,150,2,486.82000000000005
13676,538,2,243.9
13677,404,2,551.24
13678,151,1,232.6
13679,493,3,281.26
13680,0,12,11419.67
13681,17,4,827.83
13682,186,1,59.5
13683,457,1,258.6
13684,285,4,594.88
13685,2,7,3119.44
13686,182,3,409.04
13687,437,1,11880.84
13688,634,1,375.5
13689,62,2,1259.5
13690,58,1,172.25
13691,395,1,212.78
13692,24,5,3114.4
13693,373,9,2011.8200000000002
13694,3,143,195640.69
13695,30,16,2770.73
13696,421,3,2020.4
13697,38,1,151.3
13698,596,2,451.73
13699,154,2,764.15
13700,25,13,2596.9700000000003
13701,446,1,161.0
13702,445,1,135.18
13703,317,2,425.56
13704,4,9,2308.06
13705,7,7,1717.19
13706,302,2,631.1700000000001
13707,266,5,3365.86
13708,270,1,285.33
13709,3,18,7571.35
13710,31,3,509.52
13711,218,9,1792.26
13712,246,2,766.42
13713,407,3,740.76
13714,464,1,161.35
13715,280,17,8153.04
13716,268,1,138.28
13717,31,8,1763.3
13718,245,2,306.55
13719,14,11,2783.08
13720,116,4,799.9
13721,35,2,741.54
13722,131,10,5635.41
13723,216,6,1194.08
13724,636,1,213.01
13725,49,8,1980.56
13726,38,2,1079.66
13727,28,8,1074.15
13728,36,16,2855.17
13729,435,3,724.73
13730,135,2,752.6
13731,218,2,610.59
13732,27,1,491.86
13733,410,2,487.03000000000003
13734,508,4,6695.6900000000005
13735,24,13,9762.77
13736,4,7,2752.47
13737,199,1,339.6
13738,395,1,434.78000000000003
13739,17,2,292.2
13740,240,5,1582.77
13741,71,3,668.4300000000001
13742,16,12,3107.87
13743,2,7,1341.6
13744,94,2,1080.52
13745,161,2,777.36
13746,413,1,176.69
13747,373,2,169.8
13748,95,9,2064.35
13750,53,11,3602.18
13751,287,1,296.25
13752,123,7,1579.8300000000002
13753,287,4,2094.57
13754,151,3,447.05
13755,3,9,2108.06
13756,1,23,8655.95
13757,674,1,195.55
13758,11,15,8698.13
13759,32,2,659.4100000000001
13760,53,5,1363.6399999999999
13761,49,6,1952.17
13762,218,5,2472.48
13763,62,3,5217.44
13764,70,6,2919.62
13765,652,1,352.821
13766,494,1,190.35
13767,1,73,33903.57
13768,726,2,875.97
13769,1,20,5478.12
13770,421,4,785.37
13771,63,9,5728.82
13772,33,8,3100.02
13773,396,2,301.54
13774,81,1,345.0
13775,590,1,1049.66
13776,427,2,623.98
13777,0,61,49638.26
13778,102,4,1124.49
13779,515,1,161.13
13780,6,3,732.07
13781,250,3,778.83
13782,12,13,1786.08
13783,487,4,1542.09
13784,9,14,2910.23
13785,428,4,542.49
13786,366,6,3127.9900000000002
13787,75,6,1222.5
13788,504,1,3.75
13789,387,1,239.46
13790,3,1,348.79999999999995
13791,127,2,1516.0
13792,65,3,383.95
13793,646,1,96.0
13794,546,1,126.03
13795,387,4,836.3
13796,498,1,289.7
13797,436,3,1179.45
13798,0,110,75428.87
13799,116,9,2803.57
13800,309,3,1679.56
13801,66,1,324.8
13802,138,19,26259.11
13803,254,3,1338.91
13804,30,9,3161.12
13805,51,2,924.5999999999999
13806,63,1,256.38
13807,366,3,422.2
13808,5,5,1747.66
13809,304,3,679.6999999999999
13810,28,3,1499.01
13811,183,3,814.5
13812,41,3,539.0
13813,39,8,2765.4700000000003
13814,91,3,2257.32
13815,21,8,7475.74
13816,23,2,571.6700000000001
13817,28,2,382.98
13818,429,1,61.28
13819,301,6,2642.35
13820,417,3,652.75
13821,144,6,1379.08
13822,5,2,632.0
13823,18,7,3403.4500000000003
13824,32,12,3314.76
13825,621,2,255.59
13826,175,1,189.5
13827,57,3,409.8
13828,21,1,209.49
13829,420,1,102.0
13830,581,1,156.85000000000002
13831,15,18,6585.54
13832,18,2,609.89
13833,158,2,700.41
13834,576,2,324.19
13835,24,7,1095.27
13836,398,2,620.37
13837,211,2,266.59000000000003
13838,5,10,1690.07
13839,485,1,139.95000000000002
13840,415,1,651.4
13841,252,1,85.0
13842,58,18,5319.34
13843,380,1,319.75
13844,10,1,361.62
13845,64,1,312.98
13846,24,4,1307.79
13847,719,1,310.72
13848,91,8,3015.0
13849,51,5,3469.3
13850,128,1,1595.48
13851,95,8,4606.46
13852,610,1,187.35000000000002
13853,56,1,1090.1399999999999
13854,8,39,11944.56
13855,500,4,1310.3400000000001
13856,168,11,1142.03
13857,392,6,1001.01
13858,56,1,216.17000000000002
13859,325,2,515.86
13860,0,5,1245.9
13861,428,2,273.26
13862,17,9,2556.09
13863,247,4,1239.55
13864,386,1,662.4000000000001
13865,57,4,501.56
13866,73,1,145.67
13867,30,3,1005.09
13868,6,2,3192.54
13869,122,10,7996.87
13870,1,15,5712.08
13871,22,17,7885.85
13872,526,3,919.57
13873,119,8,1038.92
13874,357,7,2049.15
13875,53,14,4814.37
13876,63,1,122.7
13877,85,3,449.68
13878,54,4,2416.9
13879,645,1,395.5
13880,20,17,4293.86
13881,3,43,45179.1
13882,2,5,1191.13
13883,10,15,6560.02
13884,6,10,1825.03
13885,188,2,506.8
13886,70,1,243.56
13887,203,1,349.55
13888,119,7,2001.5900000000001
13889,92,6,1991.23
13890,0,14,2927.38
13891,377,3,859.21
13892,26,6,1267.65
13893,297,1,821.1
13894,23,3,564.62
13895,27,6,4008.52
13896,625,1,388.55
13897,49,3,1160.72
13898,325,2,686.4
13899,15,2,388.52
13900,182,6,1610.5900000000001
13901,71,15,5676.34
13902,631,5,34095.26
13903,399,1,165.45000000000002
13904,36,2,332.64
13905,732,1,312.65
13906,408,1,42.0
13907,691,1,136.8
13908,79,4,2369.55
13909,422,2,282.85
13911,56,20,4234.99
13912,423,1,124.95
13913,506,1,42.22
13914,11,2,626.45
13915,393,1,70.80000000000001
13916,463,4,1275.81
13917,49,2,272.04
13918,49,2,1212.8400000000001
13919,58,4,1360.68
13920,431,4,1774.68
13921,401,4,730.7
13922,351,3,865.2
13923,53,1,351.13
13924,1,6,1838.8500000000001
13925,92,4,678.25
13926,22,1,223.85000000000002
13927,74,2,708.26
13928,10,4,464.57
13929,168,11,3494.1
13930,57,2,337.34
13931,95,11,5257.38
13932,294,1,307.4
13933,108,2,608.79
13934,263,1,922.1
13935,596,3,6116.92
13936,179,3,939.6600000000001
13937,168,2,880.13
13938,34,1,71.66
13939,22,7,1560.96
13940,16,4,839.14
13941,21,15,10027.18
13942,534,1,320.0
13943,577,1,246.54000000000002
13944,652,1,200.43
13945,394,2,854.1500000000001
13946,78,6,1876.23
13947,64,1,90.60000000000001
13948,360,4,548.76
13949,2,6,2427.32
13950,10,4,745.0600000000001
13951,175,3,674.45
13952,217,14,12823.521
13953,6,12,6640.68
13954,1,2,439.92
13955,153,3,544.0699999999999
13956,4,5,1019.27
13957,417,3,458.25
13958,379,8,4709.2300000000005
13959,78,6,1064.77
13960,20,2,230.22
13961,391,1,538.4
13962,21,3,362.8
13963,307,17,2860.57
13964,386,2,438.9
13965,476,3,996.61
13966,434,1,384.26
13967,145,2,166.3
13968,422,1,123.66
13969,6,35,12973.460000000001
13970,385,2,846.55
13971,18,14,4667.57
13972,70,2,190.25
13973,286,1,264.7
13974,48,2,677.72
13975,30,12,5256.4
13976,206,4,1192.3600000000001
13977,410,1,519.8100000000001
13978,14,2,196.79
13979,72,7,3379.93
13980,59,5,768.8199999999999
13981,415,1,331.14
13982,38,9,3954.29
13983,29,21,6753.89
13984,26,12,1893.8
13985,3,22,10020.86
13986,16,1,320.46
13987,379,2,682.54
13988,19,8,4757.8
13989,65,5,2026.06
13990,212,1,311.3
13991,11,6,852.88
13992,29,3,219.5
13993,42,19,6775.71
13994,3,6,2274.14
13995,14,14,3902.01
13996,385,2,895.76
13997,518,3,376.46
13998,446,3,566.7
13999,9,29,9502.26
14000,210,5,2046.34
14001,45,9,4228.85
14002,133,2,529.73
14003,732,1,209.41
14004,42,11,6258.45
14005,9,5,2874.72
14006,115,7,2196.67
14007,512,1,79.48
14008,431,1,509.04
14009,197,3,1099.91
14010,564,2,445.15
14011,479,2,457.82
14012,277,1,328.8
14013,109,5,1084.57
14014,76,3,1948.21
14015,52,1,917.34
14016,161,11,11403.41
14017,570,1,229.75
14018,644,1,367.15
14019,46,3,1421.6100000000001
14020,16,4,1249.01
14021,154,7,1716.58
14022,224,2,792.15
14023,6,2,584.07
14024,121,3,645.74
14025,464,8,4057.9
14026,470,2,713.11
14027,60,1,104.82
14028,549,3,10396.5
14029,62,2,467.66
14030,17,20,7521.8
14031,6,44,39019.51
14032,1,16,4546.41
14033,554,1,109.44
14034,21,3,648.89
14035,28,9,2794.75
14036,284,1,626.65
14037,175,6,836.95
14038,77,5,3069.88
14039,32,2,267.28000000000003
14040,40,35,12523.81
14041,265,1,141.41
14042,724,1,431.98
14043,490,2,302.59999999999997
14044,26,10,3077.7
14045,108,16,10986.63
14046,283,1,154.99
14047,8,14,3968.11
14048,304,3,748.69
14049,16,13,13023.4
14050,31,2,746.36
14051,0,37,21770.98
14052,19,2,466.66
14053,123,4,572.3
14054,64,1,92.46000000000001
14055,105,3,1520.96
14056,0,23,8152.71
14057,23,22,8346.66
14058,462,2,469.19
14059,266,1,183.6
14060,4,30,8898.24
14061,506,3,917.4300000000001
14062,9,24,25585.65
14063,437,9,22710.2
14064,28,15,3260.2400000000002
14065,388,3,891.02
14066,266,1,152.55
14067,63,2,374.7
14068,319,4,1516.72
14069,514,2,225.81
14070,684,1,321.6
14071,3,8,1437.57
14072,666,1,390.85
14073,31,1,151.04
14074,622,1,219.4
14075,4,6,1734.87
14076,128,1,118.67
14077,40,6,615.08
14078,101,9,1553.47
14079,124,2,618.73
14080,32,5,1115.68
14081,301,10,4867.57
14082,364,2,413.36
14083,3,11,1082.19
14084,511,1,150.5
14085,1,33,9720.67
14086,462,1,39.95
14087,2,3,829.47
14088,9,16,64036.8
14089,56,1,158.75
14090,324,1,76.32000000000001
14091,653,2,9530.08
14092,7,24,7229.45
14093,11,1,433.86
14094,439,1,311.77
14095,722,1,2.95
14096,3,17,65164.79
14097,480,2,422.86
14098,36,1,147.35
14099,15,20,5750.91
14100,137,1,191.95
14101,73,13,9961.93
14102,4,5,1105.8799999999999
14104,154,5,743.53
14105,238,5,5988.83
14106,736,1,214.8
14107,51,11,4877.3
14108,30,4,1044.96
14109,72,1,144.2
14110,3,33,12987.95
14111,13,4,692.85
14112,22,13,5834.59
14113,3,16,7092.610000000001
14114,273,7,1364.09
14115,501,2,622.67
14116,19,5,1382.74
14117,143,1,90.0
14118,428,1,458.45
14119,375,2,183.37
14121,3,4,2780.15
14122,405,3,362.42
14123,732,1,436.18
14124,83,1,419.58
14125,10,3,2720.63
14126,7,4,1172.46
14127,122,6,1900.0800000000002
14128,60,3,924.21
14129,1,9,2591.34
14130,318,4,1858.77
14131,648,1,168.22
14132,1,11,3586.03
14133,129,4,911.14
14134,382,15,11123.35
14135,1,24,8839.67
14136,400,5,1570.81
14137,695,1,332.7
14138,1,2,965.88
14139,45,4,1086.8
14140,3,2,935.05
14141,2,4,915.13
14142,372,2,671.34
14143,133,1,115.8
14144,485,1,30.6
14145,46,7,7600.05
14146,8,12,9450.3
14147,77,9,2590.2
14148,233,2,466.29
14149,220,1,446.62
14150,35,2,658.64
14151,672,2,679.45
14152,74,7,1997.3400000000001
14153,482,1,233.39999999999998
14154,238,8,6460.7
14155,265,1,118.75
14156,9,156,313437.62
14157,19,5,978.69
14158,39,1,507.65999999999997
14159,19,20,7860.8
14160,609,7,8421.47
14161,215,7,2996.93
14162,173,2,289.36
14163,86,5,2594.62
14164,70,2,1631.77
14165,275,1,120.44
14166,504,2,251.15
14167,38,8,1274.29
14168,420,2,370.45
14169,430,2,621.51
14170,374,3,570.18
14171,97,2,498.79
14172,604,3,369.02
14173,10,6,586.0
14174,32,1,134.46
14175,59,8,7678.88
14176,296,5,756.46
14177,85,13,2209.69
14178,8,7,1600.26
14179,40,2,701.57
14180,10,33,6117.5
14181,410,2,308.35
14182,443,4,678.77
14183,410,2,278.34000000000003
14184,66,1,452.89
14185,330,1,197.65
14186,426,5,1550.63
14187,473,1,123.5
14188,30,6,2054.36
14189,1,16,5503.150000000001
14190,665,1,79.9
14191,1,15,4817.66
14192,387,1,293.74
14193,67,3,1210.19
14194,4,36,18670.59
14195,201,6,2615.6
14196,106,1,335.52
14197,410,1,390.05
14198,17,9,1569.73
14199,217,4,1091.7
14200,616,1,379.2
14201,59,10,1193.54
14202,380,3,847.76
14203,396,1,339.34
14204,1,4,1024.83
14205,16,9,2414.2
14206,238,3,1185.01
14207,687,1,157.8
14208,94,2,567.05
14209,10,15,4993.27
14210,105,16,5556.570000000001
14211,52,18,4402.29
14212,89,2,2190.14
14213,404,1,1192.2
14214,30,5,1004.38
14215,11,9,3250.33
14216,2,5,2150.04
14217,1,23,3298.59
14218,42,1,169.48000000000002
14219,3,3,633.83
14220,246,4,1515.0
14221,41,17,6517.49
14222,176,1,683.17
14223,91,3,991.13
14224,109,9,1841.71
14225,434,4,2031.07
14226,28,6,2985.13
14227,25,15,6368.71
14228,437,3,745.5
14229,51,7,2594.04
14230,435,3,979.8000000000001
14231,183,4,1235.6200000000001
14232,42,5,2048.07
14233,48,7,2904.27
14234,21,4,754.12
14235,74,9,4717.99
14236,80,5,1555.34
14237,372,2,471.14
14238,325,3,434.23
14239,42,21,4263.17
14240,29,3,1247.49
14241,183,2,333.7
14242,234,2,280.55
14243,8,17,7217.75
14244,660,1,366.41999999999996
14245,219,2,1693.45
14246,110,3,1474.06
14247,277,5,753.56
14248,317,3,1032.95
14249,410,12,5400.461
14250,6,3,1904.05
14251,1,5,2879.7000000000003
14252,380,1,350.99
14253,492,2,363.40000000000003
14254,432,1,601.03
14255,545,1,1000.63
14256,259,5,2460.79
14257,63,9,5954.45
14258,8,25,32051.34
14259,141,1,120.0
14260,470,3,824.28
14261,50,2,1163.45
14262,7,8,2618.23
14263,422,1,322.93
14264,154,6,1517.3600000000001
14265,108,4,1373.35
14266,427,1,40.56
14267,162,3,1516.24
14268,470,1,354.85
14269,438,1,295.73
14270,331,1,492.65000000000003
14271,225,2,214.18
14272,73,4,920.81
14273,50,4,559.97
14274,685,1,256.6
14275,395,6,1189.3799999999999
14276,98,7,2102.68
14277,14,9,17197.61
14278,409,1,205.83
14279,520,2,191.86
14280,196,1,134.04
14281,407,1,245.15
14282,2,25,7250.76
14283,462,4,628.44
14284,30,3,1299.65
14285,20,8,3284.42
14286,23,7,8479.76
14287,7,3,176.63
14288,212,1,426.6
14289,8,6,911.26
14290,10,8,4516.56
14291,1,23,7904.1
14292,7,16,9226.25
14293,2,9,2903.01
14294,406,1,375.34000000000003
14295,39,5,2362.91
14296,420,2,456.4
14297,17,4,1305.33
14298,7,82,91194.49
14299,7,27,14070.25
14300,18,1,43.2
14301,116,4,1992.18
14302,430,3,742.9000000000001
14303,406,2,277.94
14304,222,3,1725.01
14305,70,3,1858.96
14306,50,6,3151.4
14307,88,10,4287.92
14308,548,2,1147.02
14309,7,11,3780.81
14310,432,1,492.1
14311,242,2,516.45
14312,46,11,3090.29
14314,106,2,229.79999999999998
14315,44,8,3197.82
14316,421,5,1370.34
14317,64,1,508.58
14318,459,1,158.02
14319,423,1,494.85
14320,206,5,1346.75
14321,10,7,2218.06
14322,428,4,474.1
14323,114,2,605.0600000000001
14324,409,2,701.61
14325,569,1,245.48000000000002
14326,241,3,940.98
14327,162,6,1894.93
14328,437,1,445.05
14329,16,15,9887.62
14330,623,1,200.63
14331,123,2,462.66
14332,22,5,1917.41
14333,67,1,415.2
14334,16,12,4318.4800000000005
14335,15,2,454.86
14336,16,4,1614.91
14338,160,3,928.1
14339,242,2,620.27
14340,218,1,134.7
14341,44,18,4452.02
14342,20,6,918.44
14343,420,4,1079.66
14344,126,20,2993.05
14345,38,1,108.98
14346,120,5,2315.75
14347,736,1,82.60000000000001
14348,259,1,409.57
14349,9,1,133.5
14350,273,3,972.03
14351,164,1,51.0
14352,156,4,1078.96
14353,214,3,376.5
14354,5,2,163.62
14355,365,3,840.0500000000001
14356,79,2,701.23
14357,42,1,225.12
14358,388,2,400.06
14359,18,3,912.1800000000001
14360,31,4,2118.03
14361,578,1,214.71
14362,21,1,151.5
14363,401,2,227.47000000000003
14364,108,8,3717.35
14365,394,2,634.68
14366,524,1,136.0
14367,7,16,9227.82
14368,319,1,155.0
14369,641,2,469.13
14370,450,6,1175.78
14371,294,1,100.5
14372,442,2,860.08
14373,357,1,76.55
14374,540,1,108.0
14375,184,3,1106.82
14376,682,1,215.46
14377,190,2,617.05
14378,621,1,131.25
14379,43,4,1265.16
14380,681,1,48.96
14381,51,2,625.94
14382,25,2,1193.6299999999999
14383,37,3,1247.69
14384,500,1,58.5
14385,8,3,202.10999999999999
14386,296,1,142.4
14387,32,3,1727.6
14388,9,16,6388.2
14389,64,5,1898.01
14390,9,13,6150.03
14391,576,1,135.6
14392,431,1,266.4
14393,217,1,67.95
14394,564,1,93.8
14395,1,20,7801.93
14396,64,7,1969.38
14397,2,19,2612.96
14398,400,2,707.79
14399,393,8,2108.21
14400,148,3,1732.47
14401,3,22,6795.9
14402,651,1,285.6
14403,129,6,1880.51
14404,33,13,2724.13
14405,386,1,195.0
14406,118,1,156.75
14407,106,6,2157.73
14408,10,11,4102.27
14409,70,9,3427.29
14410,91,11,2631.9
14411,310,1,1063.0
14412,42,3,1426.19
14413,361,4,764.52
14414,91,8,2399.33
14415,0,23,11980.09
14416,21,2,490.22
14417,387,1,524.65
14418,3,3,1937.25
14419,10,7,1254.64
14420,98,4,1639.17
14421,56,6,2469.37
14422,0,19,10271.52
14423,217,3,916.61
14424,17,1,322.08
14425,434,3,661.39
14426,23,17,11727.94
14427,49,4,1263.52
14428,6,5,1224.06
14429,403,1,516.28
14430,511,3,1220.9
14431,302,4,2614.2
14432,9,6,2248.5
14433,465,1,280.7
14434,21,6,1372.8
14435,501,1,90.42
14436,98,2,271.7
14437,365,5,873.34
14438,305,1,131.9
14439,319,5,9443.04
14440,7,13,5982.03
14441,0,11,4611.6900000000005
14442,204,7,5367.02
14443,53,5,2082.9700000000003
14444,455,1,120.44
14445,455,1,221.65
14446,0,5,1200.28
14447,18,6,1711.73
14448,8,2,375.35
14449,18,8,2230.96
14450,180,7,1128.44
14451,59,12,3258.68
14452,10,4,658.95
14453,189,1,119.93
14454,375,5,977.3000000000001
14455,431,4,617.72
14456,4,9,3017.28
14457,310,1,113.64
14458,380,1,228.07
14459,154,2,5375.741
14460,109,9,1093.5
14461,147,13,6676.91
14462,65,12,2242.81
14463,97,4,786.5699999999999
14464,567,2,111.0
14465,246,11,3925.85
14466,28,13,4267.15
14467,17,12,2203.2400000000002
14468,733,1,204.24
14469,415,4,2093.46
14470,11,3,712.04
14471,590,2,400.95
14472,103,9,2118.72
14473,73,2,234.34
14474,45,2,1258.89
14475,71,4,1151.15
14476,256,1,193.0
14477,19,7,1969.6
14478,381,4,1276.66
14479,253,4,1124.71
14480,10,4,1299.52
14481,164,5,2284.69
14482,17,12,4306.72
14483,281,2,257.1
14484,49,4,1070.98
14485,38,1,162.8
14486,511,2,175.5
14487,26,7,1266.27
14488,67,1,1064.28
14489,206,4,1574.93
14490,405,2,1273.47
14491,174,2,340.93
14492,429,7,1921.91
14493,6,10,5087.86
14494,25,3,401.46
14495,50,3,174.8
14496,311,7,2363.89
14497,308,2,697.0600000000001
14498,42,10,3900.83
14499,25,7,2101.79
14500,87,3,356.85
14501,183,2,251.21
14502,19,11,2429.83
14503,2,6,3543.26
14504,46,4,673.26
14505,16,19,11879.08
14506,16,7,2960.25
14507,23,11,3216.7400000000002
14508,21,5,822.92
14509,533,1,110.95
14510,375,3,979.85
14511,10,5,1314.81
14512,187,7,1215.97
14513,100,6,788.01
14514,60,9,4380.04
14515,17,12,3724.06
14516,515,1,151.17
14517,32,2,330.45
14518,63,1,174.37
14519,683,2,203.14
14520,1,2,270.6
14521,490,1,199.45000000000002
14522,23,8,1748.42
14523,107,1,241.09
14524,31,13,2909.86
14525,19,17,8026.54
14526,388,1,258.65
14527,2,122,27246.88
14528,36,1,364.21999999999997
14529,59,3,578.61
14530,25,16,6088.87
14531,479,1,376.34
14532,235,11,3845.78
14533,24,11,3466.37
14534,2,26,6187.66
14535,59,9,5973.2300000000005
14536,259,1,170.95
14537,57,2,641.4
14538,64,5,1370.8400000000001
14539,15,2,537.48
14540,9,11,3709.64
14541,58,14,2491.38
14542,185,1,103.25
14543,28,39,14587.87
14544,23,3,2938.53
14545,673,1,349.25
14546,4,11,5184.84
14547,3,8,3974.75
14548,150,9,2541.29
14549,310,4,913.6
14550,10,4,1345.06
14551,17,7,878.09
14552,151,3,507.93
14553,18,9,1818.6
14554,9,4,2279.4900000000002
14555,56,6,2304.03
14556,595,3,815.69
14557,84,1,788.38
14558,653,3,655.5
14559,389,1,75.6
14560,6,44,6114.03
14561,75,3,1080.76
14562,3,26,6638.150000000001
14563,509,2,640.54
14564,434,2,2605.62
14565,95,5,3859.2200000000003
14566,110,4,4092.0
14567,56,2,1530.3600000000001
14568,434,1,919.7
14569,0,4,597.33
14570,280,3,613.75
14571,424,1,160.0
14572,2,11,5526.88
14573,179,13,2163.12
14574,732,1,143.70000000000002
14575,487,1,420.22
14576,371,1,35.400000000000006
14577,12,7,1364.15
14578,2,1,168.63
14579,431,1,105.56
14580,517,1,14.85
14581,16,2,409.65
14582,40,1,114.11
14583,5,8,1660.29
14584,168,8,1738.16
14585,49,5,1143.27
14586,276,1,237.35999999999999
14587,18,9,1580.29
14588,577,1,135.39
14589,371,1,39.75
14590,424,20,2993.37
14591,14,4,1320.21
14592,34,3,557.94
14593,21,12,3665.53
14594,6,2,363.33
14595,19,8,2164.45
14596,626,1,222.22
14597,10,6,2184.63
14598,43,2,384.03999999999996
14599,389,2,457.89
14600,305,2,865.17
14601,10,1,213.96
14602,655,1,205.35999999999999
14603,274,1,660.0
14604,632,1,143.85999999999999
14605,373,4,921.5600000000001
14606,0,192,29951.37
14607,15,22,23763.13
14608,3,11,3352.94
14609,71,10,1486.2
14610,395,2,24.35
14611,443,2,604.33
14612,414,1,877.7
14613,679,1,76.32000000000001
14614,385,1,295.13
14615,393,5,951.76
14616,242,5,527.78
14617,402,2,190.47
14618,8,7,1342.32
14619,245,2,1291.24
14620,205,2,412.78000000000003
14621,0,9,3000.57
14622,184,1,320.58000000000004
14623,31,10,2016.98
14624,56,6,814.07
14625,195,11,4497.88
14626,23,11,5410.92
14627,378,1,462.75
14628,90,5,1998.0
14629,3,2,955.26
14630,483,1,338.65
14631,50,6,2025.69
14632,262,1,114.56
14633,265,1,344.90000000000003
14634,437,4,2124.46
14635,453,1,215.22
14636,35,2,609.85
14637,676,1,106.68
14638,50,1,443.6
14639,51,9,4978.96
14640,23,10,3649.36
14641,21,1,110.46000000000001
14642,58,1,96.12
14643,169,5,1679.89
14644,67,7,2247.72
14645,156,3,876.89
14646,1,151,528602.52
14647,200,2,506.04
14648,415,15,4466.65
14649,4,9,3651.19
14650,588,1,62.5
14651,66,9,2025.52
14652,76,1,114.18
14653,0,12,3593.06
14654,737,1,246.86
14655,7,7,3878.51
14656,168,5,790.0
14657,17,6,1450.19
14658,4,2,247.15
14659,8,9,2529.93
14660,86,2,285.74
14661,26,1,107.95
14662,28,7,1376.43
14663,429,2,490.6
14664,19,2,636.24
14665,60,7,2749.65
14666,23,1,195.25
14667,10,54,20395.34
14668,444,1,111.63
14669,241,7,3216.78
14670,279,3,583.33
14671,548,2,1127.45
14672,234,4,1113.14
14673,2,7,3037.32
14674,508,1,173.66
14675,15,2,1015.58
14676,30,12,8356.79
14677,592,1,184.91
14678,578,1,403.39
14679,381,3,1289.44
14680,24,58,55688.5
14681,70,6,875.1500000000001
14682,187,6,1514.81
14683,587,1,146.56
14684,25,6,1430.03
14685,575,8,4536.64
14686,413,5,852.53
14687,106,3,1402.06
14688,7,28,7190.42
14689,208,1,112.80000000000001
14690,43,4,777.6800000000001
14691,30,5,2114.33
14692,136,12,1715.14
14693,264,7,1165.3600000000001
14694,616,1,244.31
14695,518,3,1534.22
14696,3,8,2473.28
14697,217,2,188.61
14698,1,5,1217.27
14699,213,4,702.6
14700,31,5,3076.06
14701,10,15,4487.11
14702,0,29,6368.78
14703,14,1,318.17
14704,10,11,1752.92
14705,198,1,179.0
14706,618,1,367.54
14707,435,2,139.2
14708,2,5,1793.22
14709,14,25,8886.33
14710,13,13,1899.79
14711,9,11,2839.62
14712,28,4,1328.0700000000002
14713,8,21,5115.76
14714,23,4,906.24
14715,24,8,1825.45
